fawn	young
bondholder	businessperson
bondholder	capitalist
bondholder	conservative
bondholder	adult
godwit	bird
godwit	vertebrate
godwit	chordate
godwit	animal
avocet	bird
exorcist	occultist
transplanter	employee
transplanter	worker
lingcod	fish
lingcod	vertebrate
lingcod	chordate
lingcod	animal
kalmia	shrub
kalmia	plant
kalmia	actor
kalmia	performer
kalmia	entertainer
bluethroat	singer
bluethroat	musician
bluethroat	performer
bluethroat	entertainer
chrysalis	insect
chrysalis	arthropod
chrysalis	invertebrate
seer	perceiver
slasher	attacker
slasher	wrongdoer
ginger	ginger
cobber	friend
mint	mint
tomtate	person
tomtate	organism
capuchin	monkey
capuchin	primate
capuchin	placental
capuchin	mammal
capuchin	vertebrate
capuchin	chordate
chess	chess
chess	brome
sleeper	sleeper
sleeper	rester
quarterback	quarterback
chronicler	scholar
chronicler	intellectual
translator	translator
translator	linguist
seasnail	seasnail
seasnail	gastropod
seasnail	mollusk
watercress	crucifer
watercress	herb
planula	invertebrate
planula	animal
planula	organism
servitor	attendant
servitor	assistant
servitor	worker
giardia	protoctist
giardia	microorganism
torchbearer	leader
jacksnipe	vertebrate
jacksnipe	chordate
jacksnipe	animal
jacksnipe	organism
doe	doe
armiger	attendant
armiger	assistant
armiger	worker
superintendent	superintendent
superintendent	caretaker
flapper	girl
flapper	woman
flapper	female
bookmaker	gambler
bookmaker	adventurer
greaser	inhabitant
tanager	oscine
tanager	passerine
tanager	bird
shrublet	shrub
shrublet	plant
shrublet	actor
shrublet	performer
shrublet	entertainer
archpriest	priest
archpriest	clergyman
archpriest	leader
aquatic	aquatic
okapi	ruminant
okapi	ungulate
okapi	placental
okapi	mammal
okapi	vertebrate
okapi	chordate
okapi	animal
liza	mullet
liza	bottom-feeder
liza	scavenger
maverick	maverick
maverick	nonconformist
maverick	dissenter
owlet	bird
owlet	vertebrate
owlet	chordate
owlet	animal
bryophyte	bryophyte
berserker	European
berserker	inhabitant
chamomile	herb
groundfish	fish
centurion	warrior
inventor	inventor
chamberlain	chamberlain
chamberlain	treasurer
echovirus	microorganism
smut	smut
smut	fungus
linkboy	attendant
linkboy	assistant
linkboy	worker
linkboy	person
linkboy	organism
eoraptor	vertebrate
eoraptor	chordate
eoraptor	animal
eoraptor	organism
watermelon	melon
watermelon	gourd
watermelon	vine
earl	earl
lygaeid	insect
lygaeid	arthropod
lygaeid	invertebrate
lygaeid	animal
traverser	employee
traverser	worker
borzoi	dog
borzoi	chap
borzoi	male
mealworm	animal
ultramontane	person
ultramontane	organism
bunyavirus	organism
rabbitfish	fish
rabbitfish	vertebrate
rabbitfish	chordate
rabbitfish	animal
hogfish	fish
hogfish	vertebrate
hogfish	chordate
hogfish	animal
cofounder	founder
linguist	linguist
saprobe	organism
toucanet	bird
toucanet	vertebrate
toucanet	chordate
toucanet	animal
toucanet	organism
gasteromycete	organism
venter	speaker
venter	articulator
sturgeon	sturgeon
sturgeon	ganoid
leaseholder	holder
leaseholder	owner
leaseholder	businessman
leaseholder	businessperson
leaseholder	capitalist
leaseholder	conservative
leaseholder	adult
skinny-dipper	person
skinny-dipper	organism
cyclamen	flower
cyclamen	angiosperm
cyclamen	spermatophyte
two-timer	person
two-timer	organism
gravedigger	laborer
gravedigger	workman
gravedigger	employee
shaver	shaver
triplet	sibling
physiologist	scientist
stakeholder	stakeholder
stakeholder	neutral
physicist	physicist
iceman	deliveryman
iceman	employee
orthodontist	professional
orthodontist	athlete
orthodontist	contestant
beautician	craftsman
cousin	cousin
janitor	custodian
janitor	defender
janitor	preserver
janitor	cook
valedictorian	scholar
valedictorian	intellectual
puffin	seabird
puffin	bird
suggester	creator
typist	employee
monal	game
monal	animal
foram	protoctist
foram	microorganism
monad	microorganism
apprehender	person
apprehender	organism
loader	loader
wolffish	fish
wolffish	vertebrate
wolffish	chordate
wolffish	animal
beetroot	herb
ayah	domestic
ayah	servant
kingmaker	adult
bartonia	plant
bartonia	actor
bartonia	performer
bartonia	entertainer
bartonia	person
bartonia	organism
parsley	parsley
putz	fool
putz	simpleton
chrysanthemum	flower
chrysanthemum	angiosperm
chrysanthemum	spermatophyte
glassblower	craftsman
basil	basil
chaffinch	oscine
chaffinch	passerine
chaffinch	bird
chaffinch	vertebrate
chaffinch	chordate
chaffinch	animal
toller	communicator
chub	cyprinid
chub	fish
mushroom	mushroom
mushroom	agaric
mushroom	basidiomycete
mushroom	fungus
woodruff	subshrub
halfbeak	vertebrate
halfbeak	chordate
halfbeak	animal
halfbeak	organism
retem	plant
retem	actor
retem	performer
retem	entertainer
retem	person
retem	organism
aye-aye	primate
aye-aye	placental
aye-aye	mammal
aye-aye	vertebrate
aye-aye	chordate
aye-aye	animal
tarsier	primate
tarsier	placental
tarsier	mammal
tarsier	vertebrate
tarsier	chordate
tarsier	animal
chauvinist	national
oboist	musician
oboist	performer
oboist	entertainer
wagoner	driver
tinsmith	worker
tuatara	diapsid
tuatara	reptile
tuatara	vertebrate
tuatara	chordate
tuatara	animal
anchor	anchor
anchor	reporter
metropolitan	metropolitan
metropolitan	archbishop
stevia	herb
nutter	anomaly
mako	shark
mako	expert
transactor	businessman
transactor	businessperson
transactor	capitalist
transactor	conservative
transactor	adult
loach	fish
jewel	jewel
vegetable	vegetable
coliphage	microorganism
dioon	spermatophyte
dioon	plant
dioon	actor
dioon	performer
dioon	entertainer
dioon	person
dioon	organism
warder	lawman
warder	defender
warder	preserver
warder	cook
puttyroot	actor
puttyroot	performer
puttyroot	entertainer
puttyroot	person
puttyroot	organism
transcriber	linguist
transcriber	scientist
tenrec	placental
tenrec	mammal
tenrec	vertebrate
tenrec	chordate
tenrec	animal
garlic	garlic
kin	kin
albino	anomaly
butter	butter
emissary	representative
emissary	negotiator
emissary	communicator
quartermaster	serviceman
smoker	smoker
achimenes	plant
achimenes	actor
achimenes	performer
achimenes	entertainer
achimenes	person
achimenes	organism
internuncio	worker
internuncio	person
internuncio	organism
pagan	pagan
superbug	microorganism
ribbonfish	vertebrate
ribbonfish	chordate
ribbonfish	animal
ribbonfish	organism
hillbilly	rustic
hillbilly	commoner
witchgrass	cereal
witchgrass	grass
witchgrass	herb
witchgrass	plant
witchgrass	actor
witchgrass	performer
witchgrass	entertainer
huisache	tree
huisache	plant
huisache	actor
huisache	performer
huisache	entertainer
huisache	person
huisache	organism
assignee	party
yew	conifer
diarist	writer
diarist	literate
myrmecophyte	person
myrmecophyte	organism
jeweler	merchant
appellant	appellant
appellant	litigant
deaconess	official
wretch	wretch
wretch	reprobate
wretch	wrongdoer
stallion	stallion
barrator	person
barrator	organism
forester	farmer
sapper	engineer
springbok	antelope
springbok	bovid
springbok	ruminant
springbok	ungulate
springbok	placental
springbok	mammal
boysenberry	plant
boysenberry	actor
boysenberry	performer
boysenberry	entertainer
gofer	employee
gofer	worker
airhead	simpleton
rudderfish	person
rudderfish	organism
galingale	plant
galingale	actor
galingale	performer
galingale	entertainer
galingale	person
galingale	organism
angelfish	fish
angelfish	vertebrate
angelfish	chordate
cheapjack	adult
cheapjack	person
cheapjack	organism
clementine	citrus
clementine	tree
vaulter	athlete
vaulter	contestant
bookseller	bookseller
janissary	follower
janissary	traveler
intern	intern
intern	doctor
nonagenarian	adult
apparatchik	official
apparatchik	worker
archivist	collector
flounder	flatfish
flounder	fish
tracker	tracker
flamen	clergyman
flamen	leader
jujube	shrub
jujube	plant
jujube	actor
jujube	performer
jujube	entertainer
skateboarder	athlete
skateboarder	contestant
plesiosaur	vertebrate
plesiosaur	chordate
plesiosaur	animal
jester	clown
jester	fool
jester	simpleton
horsefly	fly
horsefly	insect
horsefly	arthropod
horsefly	invertebrate
horsefly	animal
kookaburra	bird
keeper	keeper
agama	lizard
agama	saurian
agama	diapsid
agama	reptile
agama	vertebrate
agama	chordate
agama	animal
tatouay	organism
henbit	herb
henbit	plant
henbit	actor
henbit	performer
henbit	entertainer
eavesdropper	spy
eavesdropper	spectator
eavesdropper	perceiver
suslik	placental
suslik	mammal
suslik	vertebrate
suslik	chordate
suslik	animal
suslik	organism
marshal	marshal
meerkat	carnivore
meerkat	predator
skunkweed	plant
skunkweed	actor
skunkweed	performer
skunkweed	entertainer
skunkweed	person
skunkweed	organism
flatterer	follower
flatterer	traveler
embryologist	expert
polygynist	person
polygynist	organism
locator	locator
wintergreen	herb
front-runner	rival
front-runner	contestant
evaluator	evaluator
pussy-paw	person
pussy-paw	organism
piglet	young
pistia	plant
pistia	actor
pistia	performer
pistia	entertainer
pistia	person
pistia	organism
nephthytis	plant
nephthytis	actor
nephthytis	performer
nephthytis	entertainer
nephthytis	person
nephthytis	organism
five-spot	herb
five-spot	plant
five-spot	actor
five-spot	performer
five-spot	entertainer
acarid	animal
acarid	organism
soma	soma
groundnut	vine
groundnut	plant
groundnut	actor
bobolink	oscine
bobolink	passerine
bobolink	bird
bobolink	vertebrate
bobolink	chordate
bobolink	animal
marauder	attacker
marauder	wrongdoer
marten	marten
salmonberry	plant
salmonberry	actor
salmonberry	performer
salmonberry	entertainer
batman	batman
abelmosk	plant
abelmosk	actor
abelmosk	performer
abelmosk	entertainer
abelmosk	person
abelmosk	organism
berk	stupid
berk	simpleton
bellwether	leader
centipede	arthropod
centipede	invertebrate
cosmos	cosmos
constable	constable
constable	policeman
constable	lawman
constable	defender
constable	preserver
bulbul	thrush
bulbul	singer
bulbul	musician
facilitator	facilitator
filly	foal
filly	young
brisling	vertebrate
brisling	chordate
brisling	animal
brisling	organism
marksman	marksman
marksman	shot
jiqui	person
jiqui	organism
housemaster	principal
housemaster	financier
housemaster	capitalist
housemaster	conservative
housemaster	adult
pellitory	herb
pellitory	plant
pellitory	actor
pellitory	performer
pellitory	entertainer
shigella	eubacteria
shigella	moneran
shigella	microorganism
foremother	relative
foremother	person
foremother	organism
anesthesiologist	specialist
anesthesiologist	expert
commodore	commodore
picador	rider
picador	traveler
manakin	passerine
manakin	bird
manakin	vertebrate
manakin	chordate
manakin	animal
souari	plant
souari	actor
souari	performer
souari	entertainer
souari	person
souari	organism
exporter	exporter
calceolaria	flower
calceolaria	angiosperm
calceolaria	spermatophyte
calceolaria	plant
calceolaria	actor
calceolaria	performer
calceolaria	entertainer
publican	employee
chebab	person
chebab	organism
megalosaur	animal
megalosaur	organism
bluefish	fish
potato	potato
acrogen	plant
acrogen	actor
acrogen	performer
acrogen	entertainer
acrogen	person
acrogen	organism
gorilla	gorilla
gorilla	ape
mealybug	insect
mealybug	arthropod
mealybug	invertebrate
mealybug	animal
landlady	landowner
landlady	holder
landlady	owner
landlady	businessman
landlady	businessperson
landlady	capitalist
landlady	conservative
mugger	thief
mugger	criminal
mugger	principal
mugger	financier
mugger	capitalist
mugger	conservative
gnetum	tree
gnetum	plant
gnetum	actor
gnetum	performer
gnetum	entertainer
gnetum	person
gnetum	organism
nymphalid	nymphalid
misleader	leader
capon	chicken
capon	bird
capon	vertebrate
capon	chordate
schnook	person
schnook	organism
nothosaur	organism
milo	sorghum
milo	millet
milo	cereal
milo	grass
edaphosaurus	vertebrate
edaphosaurus	chordate
edaphosaurus	animal
edaphosaurus	organism
proletarian	commoner
hierarch	adult
suicide	suicide
rail-splitter	employee
rail-splitter	worker
rail-splitter	person
rail-splitter	organism
lychnis	flower
lychnis	angiosperm
lychnis	spermatophyte
lychnis	plant
lychnis	actor
lychnis	performer
lychnis	entertainer
lotus	lotus
granny	granny
borderer	person
borderer	organism
adviser	adviser
antediluvian	ancestor
antediluvian	relative
jezebel	woman
jezebel	female
yeast	yeast
yeast	fungus
cupbearer	attendant
cupbearer	assistant
cupbearer	worker
pallbearer	unfortunate
malamute	dog
malamute	chap
malamute	male
rooibos	shrub
democrat	democrat
loganberry	plant
loganberry	actor
loganberry	performer
loganberry	entertainer
forty-niner	employee
forty-niner	worker
crane	crane
milkwort	shrub
milkwort	plant
milkwort	actor
milkwort	performer
milkwort	entertainer
thresher	expert
undoer	person
undoer	organism
halobacteria	organism
dogbane	plant
dogbane	actor
dogbane	performer
dogbane	entertainer
sodalist	worker
sodalist	person
sodalist	organism
hobbyist	amateur
hobbyist	athlete
hobbyist	contestant
currant	shrub
openbill	bird
openbill	vertebrate
openbill	chordate
openbill	animal
openbill	organism
animalcule	organism
papovavirus	virus
papovavirus	microorganism
menhaden	fish
menhaden	vertebrate
menhaden	chordate
menhaden	animal
anagnost	leader
anagnost	person
anagnost	organism
antifeminist	advocate
antifeminist	lawyer
antifeminist	professional
antifeminist	athlete
antifeminist	contestant
turncock	worker
turncock	person
turncock	organism
hosier	merchant
hosier	businessperson
hosier	capitalist
hosier	conservative
hosier	adult
drunkard	drunkard
drunkard	drinker
babbler	oscine
babbler	passerine
babbler	bird
fence-sitter	person
fence-sitter	organism
tetrapod	vertebrate
tetrapod	chordate
tetrapod	animal
hummer	hummer
dwarf	dwarf
anticipator	person
anticipator	organism
garroter	person
garroter	organism
waif	child
waif	offspring
waif	relative
nagami	tree
nagami	plant
nagami	actor
nagami	performer
nagami	entertainer
nagami	person
feverfew	herb
ern	eagle
ern	bird
alto	alto
cuckoo	cuckoo
thrasher	oscine
thrasher	passerine
thrasher	bird
vintner	maker
vintner	creator
bot	bot
bot	larva
corynebacterium	microorganism
secundigravida	person
secundigravida	organism
raccoon	carnivore
raccoon	predator
pentathlete	athlete
pentathlete	contestant
pentathlete	person
pentathlete	organism
rheumatic	unfortunate
pushover	follower
pushover	traveler
agaric	agaric
agaric	basidiomycete
agaric	fungus
gadgeteer	advocate
gadgeteer	lawyer
gadgeteer	professional
gadgeteer	athlete
gadgeteer	contestant
mercer	mercer
mercer	trader
aspidistra	herb
saki	monkey
saki	primate
saki	placental
saki	mammal
peri	girl
insider	insider
handyman	handyman
handyman	repairman
handyman	mender
lungfish	fish
lungfish	vertebrate
lungfish	chordate
lungfish	animal
schlepper	simpleton
stocktaker	worker
stocktaker	person
stocktaker	organism
mutisia	plant
mutisia	actor
mutisia	performer
mutisia	entertainer
mutisia	person
mutisia	organism
dolphin	dolphin
dolphin	whale
dolphin	cetacean
savior	savior
savior	benefactor
olive	olive
orator	speaker
orator	articulator
osprey	osprey
osprey	hawk
osprey	militarist
phonologist	person
phonologist	organism
cush-cush	person
cush-cush	organism
dollarfish	organism
electrotherapist	person
electrotherapist	organism
flunky	follower
flunky	traveler
nutgrass	plant
nutgrass	actor
nutgrass	performer
nutgrass	entertainer
nutgrass	person
nutgrass	organism
drawee	payer
pistoleer	serviceman
pistoleer	worker
pistoleer	person
pistoleer	organism
drawer	drawer
pipit	oscine
pipit	passerine
pipit	bird
arbor	arbor
wrasse	fish
candelilla	shrub
candelilla	plant
candelilla	actor
candelilla	performer
candelilla	entertainer
candelilla	person
candelilla	organism
pine	pine
fucoid	organism
skater	skater
maestro	maestro
hedonist	hedonist
morula	plant
morula	actor
morula	performer
morula	entertainer
shutterbug	supporter
shutterbug	advocate
shutterbug	lawyer
shutterbug	professional
shutterbug	athlete
shutterbug	contestant
tablemate	consumer
tablemate	user
claustrophobe	person
claustrophobe	organism
jellyfish	coelenterate
jellyfish	invertebrate
bracero	workman
bracero	employee
bracero	worker
hemlock	conifer
chef	chef
exterminator	killer
trombiculid	animal
trombiculid	organism
sobralia	flower
sobralia	angiosperm
sobralia	spermatophyte
sobralia	plant
sobralia	actor
sobralia	performer
sobralia	entertainer
sobralia	person
sobralia	organism
ridgeling	organism
rabbi	rabbi
moralist	moralist
moralist	philosopher
moralist	scholar
chickpea	legume
chickpea	climber
chickpea	vine
martynia	plant
martynia	actor
martynia	performer
martynia	entertainer
martynia	person
martynia	organism
pointer	pointer
grivet	primate
grivet	placental
grivet	mammal
grivet	vertebrate
grivet	chordate
grivet	animal
grivet	organism
process-server	person
process-server	organism
smoothie	deceiver
smoothie	wrongdoer
pyralid	insect
pyralid	arthropod
pyralid	invertebrate
pyralid	animal
pyralid	organism
thane	citizen
thane	national
robalo	fish
satyr	wrongdoer
moviegoer	spectator
moviegoer	perceiver
cranesbill	herb
cranesbill	plant
cranesbill	actor
cranesbill	performer
cranesbill	entertainer
bunt	fungus
tucker	tucker
tucker	sewer
tucker	needleworker
anatotitan	vertebrate
anatotitan	chordate
anatotitan	animal
anatotitan	organism
ceratopsian	diapsid
ceratopsian	reptile
ceratopsian	vertebrate
ceratopsian	chordate
pimp	pimp
pimp	wrongdoer
ex-spouse	adult
peasant	peasant
peasant	laborer
peasant	workman
noncombatant	serviceman
noncombatant	worker
leucocytozoan	organism
tattletale	communicator
utahraptor	vertebrate
utahraptor	chordate
utahraptor	animal
checkerbloom	plant
checkerbloom	actor
checkerbloom	performer
checkerbloom	entertainer
checkerbloom	person
checkerbloom	organism
decipherer	person
decipherer	organism
coppersmith	craftsman
pedophile	wrongdoer
hemophiliac	unfortunate
copepod	crustacean
copepod	arthropod
copepod	invertebrate
horseradish	herb
scaup	duck
scaup	waterfowl
scaup	bird
smallmouth	fish
smallmouth	vertebrate
smallmouth	chordate
smallmouth	animal
venerator	person
venerator	organism
boxfish	fish
boxfish	vertebrate
boxfish	chordate
boxfish	animal
bladderwort	herb
bladderwort	plant
bladderwort	actor
bladderwort	performer
bladderwort	entertainer
lumper	scientist
evening-snow	person
evening-snow	organism
titanosaur	vertebrate
titanosaur	chordate
titanosaur	animal
titanosaur	organism
waiter	waiter
pollard	pollard
registrar	registrar
blacksmith	smith
philosophizer	person
philosophizer	organism
limey	inhabitant
dangleberry	plant
dangleberry	actor
dangleberry	performer
dangleberry	entertainer
dangleberry	person
dangleberry	organism
paleontologist	scientist
cankerworm	animal
coiner	worker
psychotic	psychotic
sporophyte	plant
sporophyte	actor
sporophyte	performer
sporophyte	entertainer
modernist	artist
modernist	creator
lyricist	writer
lyricist	literate
salpiglossis	herb
salpiglossis	plant
salpiglossis	actor
salpiglossis	performer
salpiglossis	entertainer
salpiglossis	person
salpiglossis	organism
sharecropper	laborer
sharecropper	workman
sharecropper	employee
flibbertigibbet	fool
flibbertigibbet	simpleton
repatriate	citizen
repatriate	national
shipowner	owner
shipowner	businessman
shipowner	businessperson
shipowner	capitalist
shipowner	conservative
shipowner	adult
massager	therapist
calanthe	flower
calanthe	angiosperm
calanthe	spermatophyte
calanthe	plant
calanthe	actor
calanthe	performer
calanthe	entertainer
osteopath	expert
butt	butt
cleavers	herb
cleavers	plant
cleavers	actor
cleavers	performer
cleavers	entertainer
maypop	plant
maypop	actor
maypop	performer
maypop	entertainer
maypop	person
remora	fish
remora	vertebrate
remora	chordate
remora	animal
carnosaur	vertebrate
carnosaur	chordate
carnosaur	animal
snakewood	shrub
snakewood	plant
snakewood	actor
snakewood	performer
snakewood	entertainer
monomaniac	unfortunate
monomaniac	person
monomaniac	organism
goatsfoot	person
goatsfoot	organism
coconut	coconut
coconut	palm
merozoite	microorganism
geophysicist	scientist
hearer	perceiver
marijuana	marijuana
marijuana	cannabis
voicer	worker
deerberry	plant
deerberry	actor
deerberry	performer
deerberry	entertainer
deerberry	person
deerberry	organism
comedian	comedian
lithographer	artist
lithographer	creator
nazi	nazi
nazi	restrainer
bailee	agent
bailee	official
boneset	herb
boneset	plant
boneset	actor
boneset	performer
boneset	entertainer
daredevil	adventurer
sorehead	person
sorehead	organism
squab	bird
squab	vertebrate
squab	chordate
squab	animal
cercaria	animal
cercaria	organism
krigia	herb
krigia	plant
krigia	actor
krigia	performer
krigia	entertainer
krigia	person
krigia	organism
goldfinch	oscine
goldfinch	passerine
goldfinch	bird
skinner	skinner
naturopath	expert
codefendant	codefendant
office-bearer	official
office-bearer	worker
office-bearer	person
muggee	person
muggee	organism
unicyclist	traveler
bustard	bird
bustard	vertebrate
bustard	chordate
reed	reed
locoweed	plant
locoweed	actor
locoweed	performer
locoweed	entertainer
medalist	winner
medalist	gambler
medalist	adventurer
goddaughter	baby
goddaughter	child
goddaughter	offspring
goddaughter	relative
curlew	shorebird
curlew	bird
coelogyne	flower
coelogyne	angiosperm
coelogyne	spermatophyte
coelogyne	plant
coelogyne	actor
coelogyne	performer
coelogyne	entertainer
suprematist	worker
suprematist	person
suprematist	organism
epacris	shrub
epacris	plant
epacris	actor
epacris	performer
epacris	entertainer
epacris	person
therapist	therapist
genealogist	expert
demonstrator	salesperson
demonstrator	employee
paragrapher	person
paragrapher	organism
takin	bovid
takin	ruminant
takin	ungulate
yellowhammer	oscine
yellowhammer	passerine
yellowhammer	bird
yellowhammer	vertebrate
yellowhammer	chordate
yellowhammer	animal
enthusiast	enthusiast
enthusiast	supporter
clapper	communicator
revisionist	socialist
revisionist	politician
revisionist	schemer
revisionist	planner
munj	plant
munj	actor
munj	performer
munj	entertainer
munj	person
munj	organism
bittern	bird
straggler	nonworker
mung	legume
mung	climber
mung	vine
ommastrephes	animal
ommastrephes	organism
usufructuary	user
firstborn	offspring
firstborn	relative
ringlet	butterfly
ringlet	insect
ringlet	arthropod
ringlet	invertebrate
ringlet	animal
businesswoman	businesswoman
miler	runner
miler	messenger
miler	traveler
stupid	stupid
honesty	honesty
peony	flower
peony	angiosperm
peony	spermatophyte
vicuna	ungulate
vicuna	placental
vicuna	mammal
vicuna	vertebrate
vicuna	chordate
vicuna	animal
catostomid	vertebrate
catostomid	chordate
catostomid	animal
catostomid	organism
tribesman	member
tribesman	associate
tribesman	subordinate
tribesman	assistant
marquess	peer
marquess	Lord
marquess	aristocrat
marquess	leader
hippeastrum	plant
hippeastrum	actor
hippeastrum	performer
hippeastrum	entertainer
transferor	mover
transferor	workman
transferor	employee
basidiomycete	basidiomycete
basidiomycete	fungus
polymath	scholar
polymath	intellectual
automaton	anomaly
grazier	creator
protea	shrub
geometrid	insect
geometrid	arthropod
geometrid	invertebrate
geometrid	animal
geometrid	organism
kook	anomaly
loofah	vine
loofah	plant
loofah	actor
loofah	performer
loofah	entertainer
flatfoot	lawman
flatfoot	defender
flatfoot	preserver
flatfoot	cook
plainsman	inhabitant
amorpha	shrub
amorpha	plant
amorpha	actor
amorpha	performer
amorpha	entertainer
harpsichordist	musician
harpsichordist	performer
harpsichordist	entertainer
signaler	signaler
astrologer	visionary
astrologer	intellectual
totemist	person
totemist	organism
bergenia	herb
bergenia	plant
bergenia	actor
bergenia	performer
bergenia	entertainer
sneezeweed	herb
sneezeweed	plant
sneezeweed	actor
sneezeweed	performer
sneezeweed	entertainer
whisperer	speaker
whisperer	articulator
whisperer	communicator
parapsychologist	scientist
isopod	arthropod
isopod	invertebrate
isopod	animal
grampus	placental
grampus	mammal
grampus	vertebrate
grampus	chordate
grampus	animal
ilama	plant
ilama	actor
ilama	performer
ilama	entertainer
ilama	person
ilama	organism
mara	mara
mara	rodent
cardholder	holder
cardholder	owner
cardholder	businessman
rancher	farmer
rancher	creator
liturgist	expert
sesbania	vine
sesbania	plant
sesbania	actor
sesbania	performer
sesbania	entertainer
tangelo	citrus
tangelo	tree
tangelo	plant
tangelo	actor
tangelo	performer
tangelo	entertainer
kelpie	dog
kelpie	chap
kelpie	male
squash	squash
alchemist	alchemist
offerer	benefactor
ideologist	professional
ideologist	athlete
ideologist	contestant
diviner	visionary
diviner	intellectual
derris	shrub
derris	plant
derris	actor
derris	performer
derris	entertainer
dhak	tree
dhak	plant
dhak	actor
dhak	performer
dhak	entertainer
woodborer	animal
woodborer	organism
falsifier	person
falsifier	organism
yearling	racehorse
yearling	horse
yearling	equine
yearling	ungulate
mandator	expert
stacker	laborer
stacker	workman
stacker	employee
stepfather	parent
stepfather	genitor
stepfather	progenitor
stepfather	ancestor
crewman	crewman
spirogyra	microorganism
ephemerid	insect
ephemerid	arthropod
ephemerid	invertebrate
scavenger	scavenger
jackdaw	oscine
jackdaw	passerine
jackdaw	bird
jackdaw	vertebrate
jackdaw	chordate
jackdaw	animal
agent-in-place	worker
agent-in-place	person
agent-in-place	organism
stepper	horse
stepper	equine
saguaro	succulent
Clavicipitaceae	organism
tout	tout
tout	scalper
tout	speculator
tout	thinker
prosthetist	expert
chatelaine	employer
chatelaine	leader
essayist	writer
essayist	literate
beggarweed	shrub
beggarweed	plant
beggarweed	actor
beggarweed	performer
beggarweed	entertainer
backscratcher	person
backscratcher	organism
genlisea	herb
genlisea	plant
genlisea	actor
genlisea	performer
genlisea	entertainer
genlisea	person
genlisea	organism
waxycap	organism
cloudberry	plant
cloudberry	actor
cloudberry	performer
cloudberry	entertainer
finagler	person
finagler	organism
shortgrass	grass
shortgrass	herb
shortgrass	plant
shortgrass	actor
shortgrass	performer
shortgrass	entertainer
middleweight	wrestler
middleweight	combatant
scorpionweed	flower
scorpionweed	angiosperm
scorpionweed	spermatophyte
scorpionweed	plant
scorpionweed	actor
scorpionweed	performer
scorpionweed	entertainer
behaviorist	scientist
woodbine	shrub
insomniac	unfortunate
mortgagee	holder
mortgagee	owner
mortgagee	businessman
mortgagee	businessperson
keurboom	plant
keurboom	actor
keurboom	performer
keurboom	entertainer
keurboom	person
keurboom	organism
malope	shrub
malope	plant
malope	actor
malope	performer
malope	entertainer
malope	person
malope	organism
basileus	ruler
almsgiver	person
almsgiver	organism
alfalfa	medic
suitor	lover
titi	tree
titi	plant
nitpicker	critic
pomfret	fish
beagle	beagle
beagle	hound
beagle	dog
beagle	chap
pupa	insect
pupa	arthropod
pupa	invertebrate
catbird	oscine
catbird	passerine
catbird	bird
catbird	vertebrate
catbird	chordate
grip	grip
bluestocking	woman
bluestocking	female
amalgamator	businessperson
amalgamator	capitalist
amalgamator	conservative
amalgamator	adult
amalgamator	person
amalgamator	organism
cyrilla	shrub
cyrilla	plant
cyrilla	actor
cyrilla	performer
cyrilla	entertainer
cyrilla	person
cyrilla	organism
realist	philosopher
realist	scholar
realist	intellectual
moa	ratite
moa	bird
mod	mod
malingerer	person
malingerer	organism
arsonist	criminal
arsonist	principal
arsonist	financier
arsonist	capitalist
arsonist	conservative
arsonist	adult
finback	placental
finback	mammal
finback	vertebrate
finback	chordate
finback	animal
marmoset	monkey
marmoset	primate
marmoset	placental
marmoset	mammal
vireo	oscine
vireo	passerine
vireo	bird
knapweed	shrub
knapweed	plant
knapweed	actor
knapweed	performer
knapweed	entertainer
guanaco	ungulate
guanaco	placental
guanaco	mammal
guanaco	vertebrate
guanaco	chordate
guanaco	animal
twitterer	organism
specifier	intellectual
teff	grass
teff	herb
teff	plant
teff	actor
teff	performer
teff	entertainer
drosophila	drosophila
showman	showman
showman	booker
gloriosa	plant
gloriosa	actor
gloriosa	performer
gloriosa	entertainer
gravida	woman
gravida	female
peppermint	mint
colonial	colonial
colonial	resident
escort	escort
richweed	plant
richweed	actor
richweed	performer
richweed	entertainer
richweed	person
richweed	organism
highbrow	intellectual
pichi	shrub
pichi	plant
pichi	actor
pichi	performer
pichi	entertainer
manservant	manservant
prosimian	primate
prosimian	placental
prosimian	mammal
prosimian	vertebrate
prosimian	chordate
prosimian	animal
prosimian	organism
bellwort	plant
bellwort	actor
bellwort	performer
bellwort	entertainer
bellwort	person
bellwort	organism
armyworm	animal
son-in-law	in-law
tease	tease
lector	clergyman
cinnabar	insect
cinnabar	arthropod
cinnabar	invertebrate
helpmate	spouse
helpmate	relative
roan	horse
roan	equine
roan	ungulate
mayeng	person
mayeng	organism
swiftlet	bird
swiftlet	vertebrate
swiftlet	chordate
swiftlet	animal
empress	emperor
empress	sovereign
empress	ruler
millipede	arthropod
millipede	invertebrate
millipede	animal
starets	person
starets	organism
anise	herb
totalitarian	follower
totalitarian	traveler
cuttlefish	mollusk
cuttlefish	invertebrate
newsreader	announcer
newsreader	broadcaster
bougainvillea	vine
limnologist	person
limnologist	organism
scene-stealer	actor
scene-stealer	performer
scene-stealer	entertainer
scene-stealer	person
scene-stealer	organism
sorrel	horse
sorrel	equine
sorrel	ungulate
fanatic	fanatic
fanatic	enthusiast
fanatic	supporter
fanatic	advocate
fanatic	lawyer
photometrist	person
photometrist	organism
coralbells	herb
coralbells	plant
coralbells	actor
coralbells	performer
